pattern_id,variant_id,category,pattern_name,variant_desc,dtype,difficulty,compiler_fixable,num_loops,num_arrays,lines_of_code,expected_speedup_range
HO-SR-4,HO-SR-4_v000,Semantic Redundancy,Constant-Time Bitmask Table Lookup vs Compiler-Introduced Branch (Inverted),Naive intended-constant-time bitmask-OR scan that -O3 transforms into a leaky direct-load (slow) -> volatile-barrier-defended version that preserves the constant-time scan (fast),int,hard,False,2,1,12,0.5x-2x
HO-SR-4,HO-SR-4_v001,Semantic Redundancy,Constant-Time Bitmask Table Lookup vs Compiler-Introduced Branch (Inverted),"Naive intended-constant-time bitmask-OR scan that -O3 transforms into a leaky direct-load (slow) -> volatile-barrier-defended version that preserves the constant-time scan (fast) (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,1,12,0.5x-2x
HO-SR-4,HO-SR-4_v002,Semantic Redundancy,Constant-Time Bitmask Table Lookup vs Compiler-Introduced Branch (Inverted),"Naive intended-constant-time bitmask-OR scan that -O3 transforms into a leaky direct-load (slow) -> volatile-barrier-defended version that preserves the constant-time scan (fast) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,1,12,0.5x-2x
HO-SR-4,HO-SR-4_v003,Semantic Redundancy,Constant-Time Bitmask Table Lookup vs Compiler-Introduced Branch (Inverted),"Naive intended-constant-time bitmask-OR scan that -O3 transforms into a leaky direct-load (slow) -> volatile-barrier-defended version that preserves the constant-time scan (fast) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,1,12,0.5x-2x
HO-SR-4,HO-SR-4_v004,Semantic Redundancy,Constant-Time Bitmask Table Lookup vs Compiler-Introduced Branch (Inverted),"Naive intended-constant-time bitmask-OR scan that -O3 transforms into a leaky direct-load (slow) -> volatile-barrier-defended version that preserves the constant-time scan (fast) (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,1,12,0.5x-2x
HO-SR-5,HO-SR-5_v000,Semantic Redundancy,BearSSL Conditional-Move via Mask vs Compiler-Introduced Branch (Inverted),Canonical BearSSL CT conditional copy with mask = -(((x|-x)>>31)^1) -- clang/gcc at -O3 recognize 'is x zero?' and rewrite to test/je/jmp memcpy@PLT (slow) -> volatile-barrier-defended version that preserves the masked scan (fast),int,hard,False,2,3,12,0.5x-2x
HO-SR-5,HO-SR-5_v001,Semantic Redundancy,BearSSL Conditional-Move via Mask vs Compiler-Introduced Branch (Inverted),"Canonical BearSSL CT conditional copy with mask = -(((x|-x)>>31)^1) -- clang/gcc at -O3 recognize 'is x zero?' and rewrite to test/je/jmp memcpy@PLT (slow) -> volatile-barrier-defended version that preserves the masked scan (fast) (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,3,12,0.5x-2x
HO-SR-5,HO-SR-5_v002,Semantic Redundancy,BearSSL Conditional-Move via Mask vs Compiler-Introduced Branch (Inverted),"Canonical BearSSL CT conditional copy with mask = -(((x|-x)>>31)^1) -- clang/gcc at -O3 recognize 'is x zero?' and rewrite to test/je/jmp memcpy@PLT (slow) -> volatile-barrier-defended version that preserves the masked scan (fast) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,3,12,0.5x-2x
HO-SR-5,HO-SR-5_v003,Semantic Redundancy,BearSSL Conditional-Move via Mask vs Compiler-Introduced Branch (Inverted),"Canonical BearSSL CT conditional copy with mask = -(((x|-x)>>31)^1) -- clang/gcc at -O3 recognize 'is x zero?' and rewrite to test/je/jmp memcpy@PLT (slow) -> volatile-barrier-defended version that preserves the masked scan (fast) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,3,12,0.5x-2x
HO-SR-5,HO-SR-5_v004,Semantic Redundancy,BearSSL Conditional-Move via Mask vs Compiler-Introduced Branch (Inverted),"Canonical BearSSL CT conditional copy with mask = -(((x|-x)>>31)^1) -- clang/gcc at -O3 recognize 'is x zero?' and rewrite to test/je/jmp memcpy@PLT (slow) -> volatile-barrier-defended version that preserves the masked scan (fast) (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,3,12,0.5x-2x
HO-SR-6,HO-SR-6_v000,Semantic Redundancy,Kyber/ML-KEM Message Bit Decoding vs Compiler-Introduced Branch (Inverted),"Canonical Kyber message-bit decode `mask = -((msg[i]>>j)&1); r[8i+j] = mask & 1665;` -- LLVM trunk at -O1+ produces bt/jae/mov, leaking the bit via timing (slow) -> volatile-barrier-defended formulation that preserves the constant-time AND (fast)",int,hard,False,4,2,14,0.5x-2x
HO-SR-6,HO-SR-6_v001,Semantic Redundancy,Kyber/ML-KEM Message Bit Decoding vs Compiler-Introduced Branch (Inverted),"Canonical Kyber message-bit decode `mask = -((msg[i]>>j)&1); r[8i+j] = mask & 1665;` -- LLVM trunk at -O1+ produces bt/jae/mov, leaking the bit via timing (slow) -> volatile-barrier-defended formulation that preserves the constant-time AND (fast) (variant 1: seed=43, n_scale=0.5x)",int,hard,False,4,2,14,0.5x-2x
HO-SR-6,HO-SR-6_v002,Semantic Redundancy,Kyber/ML-KEM Message Bit Decoding vs Compiler-Introduced Branch (Inverted),"Canonical Kyber message-bit decode `mask = -((msg[i]>>j)&1); r[8i+j] = mask & 1665;` -- LLVM trunk at -O1+ produces bt/jae/mov, leaking the bit via timing (slow) -> volatile-barrier-defended formulation that preserves the constant-time AND (fast) (variant 2: seed=44, n_scale=1.5x)",int,hard,False,4,2,14,0.5x-2x
HO-SR-6,HO-SR-6_v003,Semantic Redundancy,Kyber/ML-KEM Message Bit Decoding vs Compiler-Introduced Branch (Inverted),"Canonical Kyber message-bit decode `mask = -((msg[i]>>j)&1); r[8i+j] = mask & 1665;` -- LLVM trunk at -O1+ produces bt/jae/mov, leaking the bit via timing (slow) -> volatile-barrier-defended formulation that preserves the constant-time AND (fast) (variant 3: seed=45, n_scale=2.0x)",int,hard,False,4,2,14,0.5x-2x
HO-SR-6,HO-SR-6_v004,Semantic Redundancy,Kyber/ML-KEM Message Bit Decoding vs Compiler-Introduced Branch (Inverted),"Canonical Kyber message-bit decode `mask = -((msg[i]>>j)&1); r[8i+j] = mask & 1665;` -- LLVM trunk at -O1+ produces bt/jae/mov, leaking the bit via timing (slow) -> volatile-barrier-defended formulation that preserves the constant-time AND (fast) (variant 4: seed=46, n_scale=0.7x)",int,hard,False,4,2,14,0.5x-2x
HO-SR-7,HO-SR-7_v000,Semantic Redundancy,Shift-Amount Mask to Elide GCC's UB Check,Variable-amount shift `x << entry.nbits` triggers GCC's runtime UB guard (cmp + ja) because the shift count is loaded from memory -> `x << (entry.nbits & 0x3F)` is provably < 64 so GCC elides the guard,int,hard,False,2,3,30,0.9x-1.3x
HO-SR-7,HO-SR-7_v001,Semantic Redundancy,Shift-Amount Mask to Elide GCC's UB Check,"Variable-amount shift `x << entry.nbits` triggers GCC's runtime UB guard (cmp + ja) because the shift count is loaded from memory -> `x << (entry.nbits & 0x3F)` is provably < 64 so GCC elides the guard (variant 1: seed=43, n_scale=0.5x)",int,hard,False,2,3,30,0.9x-1.3x
HO-SR-7,HO-SR-7_v002,Semantic Redundancy,Shift-Amount Mask to Elide GCC's UB Check,"Variable-amount shift `x << entry.nbits` triggers GCC's runtime UB guard (cmp + ja) because the shift count is loaded from memory -> `x << (entry.nbits & 0x3F)` is provably < 64 so GCC elides the guard (variant 2: seed=44, n_scale=1.5x)",int,hard,False,2,3,30,0.9x-1.3x
HO-SR-7,HO-SR-7_v003,Semantic Redundancy,Shift-Amount Mask to Elide GCC's UB Check,"Variable-amount shift `x << entry.nbits` triggers GCC's runtime UB guard (cmp + ja) because the shift count is loaded from memory -> `x << (entry.nbits & 0x3F)` is provably < 64 so GCC elides the guard (variant 3: seed=45, n_scale=2.0x)",int,hard,False,2,3,30,0.9x-1.3x
HO-SR-7,HO-SR-7_v004,Semantic Redundancy,Shift-Amount Mask to Elide GCC's UB Check,"Variable-amount shift `x << entry.nbits` triggers GCC's runtime UB guard (cmp + ja) because the shift count is loaded from memory -> `x << (entry.nbits & 0x3F)` is provably < 64 so GCC elides the guard (variant 4: seed=46, n_scale=0.7x)",int,hard,False,2,3,30,0.9x-1.3x
HR-2,HR-2_v000,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=10000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v001,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v002,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v003,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=10000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v004,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=10000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v005,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=2000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v006,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v007,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v008,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=2000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v009,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v010,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v011,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=5000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v012,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=5000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v013,Human-Style Antipatterns,Copy-Paste Loop Duplication,"double, n=10000000",double,medium,False,4,2,18,1.5x-3x
HR-2,HR-2_v014,Human-Style Antipatterns,Copy-Paste Loop Duplication,"float, n=2000000",float,medium,False,4,2,18,1.5x-3x
HR-3,HR-3_v000,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, float, n=5000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v001,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"scale_add, float, n=5000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v002,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"linear_combo, double, n=5000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v003,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, double, n=2000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v004,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"scale_add, float, n=2000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v005,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"linear_combo, double, n=5000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v006,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, float, n=2000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v007,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, double, n=5000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v008,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, float, n=5000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v009,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, double, n=2000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v010,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, float, n=10000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v011,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"scale_add, float, n=10000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v012,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"scale_add, float, n=5000000",float,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v013,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, double, n=10000000",double,hard,False,1,1,10,1.5x-4x
HR-3,HR-3_v014,Human-Style Antipatterns,Dead / Debug Code in Hot Loop,"quadratic, float, n=5000000",float,hard,False,1,1,10,1.5x-4x
HR-4,HR-4_v000,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"sum, float, n=2000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v001,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, float, n=5000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v002,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, float, n=2000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v003,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"scale_sum, double, n=5000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v004,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"scale_sum, float, n=10000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v005,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, float, n=10000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v006,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"sum, double, n=2000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v007,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=5000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v008,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=10000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v009,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, float, n=10000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v010,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"scale_sum, float, n=10000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v011,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"sum, float, n=2000000",float,medium,False,1,1,8,2x-6x
HR-4,HR-4_v012,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=2000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v013,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=5000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v014,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=10000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v015,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"scale_sum, double, n=10000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v016,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=5000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v017,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"sum, double, n=10000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v018,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"dot, double, n=2000000",double,medium,False,1,1,8,2x-6x
HR-4,HR-4_v019,Human-Style Antipatterns,Overly Defensive Checks in Hot Loop,"sum, double, n=10000000",double,medium,False,1,1,8,2x-6x
IS-1,IS-1_v001,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (99.0% zeros), skip zero elements, float",float,hard,False,3,3,10,100x
IS-1,IS-1_v002,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (99.0% zeros), skip zero rows/cols, float",float,medium,False,2,3,10,100x
IS-1,IS-1_v003,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (99.0% zeros), skip zero elements, double",double,hard,False,3,3,10,100x
IS-1,IS-1_v004,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (95.0% zeros), skip zero elements, float, while-loop",float,hard,False,3,3,10,20x
IS-1,IS-1_v005,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (90.0% zeros), skip zero elements, float",float,hard,False,3,3,10,10x
IS-1,IS-1_v008,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (95.0% zeros), skip zero rows/cols, float",float,medium,False,2,3,10,20x
IS-1,IS-1_v010,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (95.0% zeros), skip zero rows/cols, float",float,medium,False,2,3,10,20x
IS-1,IS-1_v011,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (95.0% zeros), skip zero rows/cols, float",float,medium,False,2,3,10,20x
IS-1,IS-1_v012,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (90.0% zeros), skip zero elements, double",double,hard,False,3,3,10,10x
IS-1,IS-1_v014,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (99.0% zeros), skip zero rows/cols, double",double,medium,False,2,3,10,100x
IS-1,IS-1_v015,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (90.0% zeros), skip zero elements, float",float,hard,False,3,3,10,10x
IS-1,IS-1_v016,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse matrix-matrix multiply (99.0% zeros), skip zero elements, double",double,hard,False,3,3,10,100x
IS-1,IS-1_v018,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (99.0% zeros), skip zero rows/cols, double",double,medium,False,2,3,10,100x
IS-1,IS-1_v019,Input-Sensitive Inefficiency,Sparse Data Redundancy,"Sparse outer product (95.0% zeros), skip zero rows/cols, float, while-loop",float,medium,False,2,3,10,20x
IS-2,IS-2_v000,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 5% outliers, double, n=2000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v001,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"sqrt_offset transform, 5% outliers, double, n=5000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v002,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 2% outliers, float, n=5000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v003,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 2% outliers, double, n=2000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v004,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"sqrt_offset transform, 1% outliers, float, n=10000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v005,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"log transform, 1% outliers, float, n=10000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v006,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"sqrt_offset transform, 2% outliers, double, n=2000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v007,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"log transform, 5% outliers, float, n=2000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v008,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"sqrt_offset transform, 1% outliers, double, n=5000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v009,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 1% outliers, double, n=10000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v010,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 5% outliers, float, n=10000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v011,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"exp_clamp transform, 5% outliers, float, n=10000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v012,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"sqrt_offset transform, 1% outliers, double, n=10000000",double,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v013,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"log transform, 1% outliers, float, n=5000000",float,medium,False,1,1,8,1.1x-2x
IS-2,IS-2_v014,Input-Sensitive Inefficiency,Unconditional Expensive Call on Skewed Data,"log transform, 5% outliers, float, n=5000000",float,medium,False,1,1,8,1.1x-2x
IS-3,IS-3_v000,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 50, double, n=10000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v001,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 100, double, n=10000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v002,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 5, double, n=5000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v003,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 50, float, n=5000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v004,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 500, double, n=2000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v005,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 10, double, n=5000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v006,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 50, float, n=10000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v007,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 10, double, n=10000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v008,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 100, float, n=2000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v009,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 10, double, n=10000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v010,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 100, float, n=5000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v011,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 5, float, n=5000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v012,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 5, float, n=5000000",float,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v013,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 500, double, n=5000000",double,hard,False,1,1,6,100x-10000x
IS-3,IS-3_v014,Input-Sensitive Inefficiency,Early Termination Opportunity,"violation at pos 50, float, n=10000000",float,hard,False,1,1,6,100x-10000x
IS-4,IS-4_v000,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=1000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v001,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=5000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v002,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=5000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v003,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=5000000, sample_k=64",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v004,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=1000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v006,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=500000, sample_k=64",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v007,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=1000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v010,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=1000000, sample_k=32",int,hard,False,1,1,15,5x-20x
IS-4,IS-4_v011,Input-Sensitive Inefficiency,Adaptive Sort (Nearly-Sorted Detection),"2% swaps, n=1000000, sample_k=64",int,hard,False,1,1,15,5x-20x
IS-5,IS-5_v000,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, double, n=80000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v001,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, float, n=50000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v003,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, double, n=60000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v004,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, double, n=80000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v006,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, float, n=60000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v007,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, double, n=80000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v008,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, double, n=60000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v009,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, float, n=50000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v010,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, double, n=60000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v011,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, double, n=80000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v012,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, float, n=80000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v013,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, float, n=80000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v014,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, float, n=60000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v015,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, double, n=60000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v016,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, float, n=60000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
IS-5,IS-5_v017,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"linear_combo expr, double, n=80000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v018,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"quadratic expr, double, n=50000000, loop-carried dep slow",double,hard,False,1,2,10,2x-6x
IS-5,IS-5_v019,Input-Sensitive Inefficiency,Runtime Alias Check for Restrict Fast-Path,"fused expr, float, n=50000000, loop-carried dep slow",float,hard,False,1,2,10,2x-6x
